objectid;id_medidor;fecha;energia_kw;potencia_k;hora
89079;4;6/10/2019;206177.00;30.36;17:45
89085;4;6/10/2019;206178.00;32.20;18:00
89092;4;6/10/2019;206180.00;30.06;18:15
89098;4;6/10/2019;206181.00;29.94;18:30
89104;4;6/10/2019;206183.00;30.24;18:45
89111;4;6/10/2019;206185.00;30.02;19:00
89118;4;6/10/2019;206186.00;36.52;19:15
89131;4;6/10/2019;206188.00;34.86;19:30
89138;4;6/10/2019;206190.00;34.26;19:45
89144;4;6/10/2019;206192.00;36.96;20:00
89151;4;6/10/2019;206193.00;26.22;20:15
89157;4;6/10/2019;206194.00;28.44;20:30
89164;4;6/10/2019;206196.00;26.38;20:45
89171;4;6/10/2019;206197.00;26.18;21:00
89177;4;6/10/2019;206198.00;27.66;21:15
89183;4;6/10/2019;206200.00;25.96;21:30
89190;4;6/10/2019;206201.00;28.16;21:45
89196;4;6/10/2019;206202.00;25.74;22:00
89202;4;6/10/2019;206204.00;25.58;22:15
89209;4;6/10/2019;206205.00;28.10;22:30
89216;4;6/10/2019;206206.00;25.58;22:45
89229;4;6/10/2019;206208.00;28.16;23:00
89236;4;6/10/2019;206209.00;26.24;23:15
89242;4;6/10/2019;206210.00;25.92;23:30
89249;4;6/10/2019;206212.00;28.04;23:45
89255;4;7/10/2019;206213.00;26.22;0:00
89262;4;7/10/2019;206214.00;28.52;0:15
89269;4;7/10/2019;206216.00;26.58;0:30
89275;4;7/10/2019;206217.00;26.44;0:45
89281;4;7/10/2019;206218.00;25.94;1:00
89288;4;7/10/2019;206220.00;25.54;1:15
89294;4;7/10/2019;206221.00;25.86;1:30
89300;4;7/10/2019;206222.00;26.02;1:45
89307;4;7/10/2019;206224.00;25.72;2:00
89314;4;7/10/2019;206225.00;25.88;2:15
89327;4;7/10/2019;206226.00;27.48;2:30
89334;4;7/10/2019;206228.00;25.74;2:45
89340;4;7/10/2019;206229.00;27.66;3:00
89346;4;7/10/2019;206230.00;25.90;3:15
89352;4;7/10/2019;206232.00;25.94;3:30
89359;4;7/10/2019;206233.00;25.46;3:45
89366;4;7/10/2019;206234.00;25.88;4:00
89371;4;7/10/2019;206235.00;25.66;4:15
89377;4;7/10/2019;206237.00;26.22;4:30
89384;4;7/10/2019;206238.00;25.92;4:45
89390;4;7/10/2019;206239.00;25.34;5:00
89396;4;7/10/2019;206241.00;25.60;5:15
89403;4;7/10/2019;206242.00;25.32;5:30
89410;4;7/10/2019;206243.00;29.02;5:45
89422;4;7/10/2019;206245.00;41.16;6:00
89429;4;7/10/2019;206248.00;64.96;6:15
89435;4;7/10/2019;206252.00;57.52;6:30
89442;4;7/10/2019;206255.00;81.80;6:45
89448;4;7/10/2019;206259.00;83.72;7:00
89455;4;7/10/2019;206263.00;83.38;7:15
89462;4;7/10/2019;206267.00;96.74;7:30
89468;4;7/10/2019;206272.00;85.06;7:45
89474;4;7/10/2019;206276.00;82.54;8:00
89481;4;7/10/2019;206280.00;81.70;8:15
89487;4;7/10/2019;206284.00;79.82;8:30
89493;4;7/10/2019;206288.00;75.96;8:45
89500;4;7/10/2019;206292.00;78.78;9:00
89507;4;7/10/2019;206296.00;81.50;9:15
89520;4;7/10/2019;206301.00;90.34;9:30
89527;4;7/10/2019;206305.00;88.74;9:45
89533;4;7/10/2019;206310.00;83.36;10:00
89540;4;7/10/2019;206314.00;93.38;10:15
89546;4;7/10/2019;206318.00;91.20;10:30
89552;4;7/10/2019;206323.00;83.62;10:45
89559;4;7/10/2019;206328.00;101.56;11:00
89565;4;7/10/2019;206333.00;100.60;11:15
89571;4;7/10/2019;206338.00;105.84;11:30
89578;4;7/10/2019;206344.00;112.08;11:45
89584;4;7/10/2019;206350.00;107.74;12:00
89590;4;7/10/2019;206355.00;110.42;12:15
89597;4;7/10/2019;206360.00;100.60;12:30
89604;4;7/10/2019;206366.00;101.58;12:45
89616;4;7/10/2019;206371.00;93.82;13:00
89623;4;7/10/2019;206376.00;98.84;13:15
89629;4;7/10/2019;206381.00;96.74;13:30
89636;4;7/10/2019;206386.00;97.86;13:45
89642;4;7/10/2019;206391.00;102.06;14:00
89649;4;7/10/2019;206396.00;92.14;14:15
89656;4;7/10/2019;206401.00;91.80;14:30
89662;4;7/10/2019;206406.00;98.44;14:45
89668;4;7/10/2019;206411.00;106.40;15:00
89675;4;7/10/2019;206416.00;104.28;15:15
89681;4;7/10/2019;206421.00;99.18;15:30
89689;4;7/10/2019;206426.00;101.26;15:45
89698;4;7/10/2019;206431.00;101.66;16:00
89707;4;7/10/2019;206436.00;100.68;16:15
89724;4;7/10/2019;206441.00;94.68;16:30
89733;4;7/10/2019;206446.00;89.12;16:45
89741;4;7/10/2019;206451.00;91.70;17:00
89749;4;7/10/2019;206455.00;82.58;17:15
89757;4;7/10/2019;206459.00;82.74;17:30
89764;4;7/10/2019;206464.00;100.48;17:45
89773;4;7/10/2019;206469.00;95.36;18:00
89781;4;7/10/2019;206474.00;95.04;18:15
89789;4;7/10/2019;206478.00;94.90;18:30
89798;4;7/10/2019;206483.00;94.30;18:45
89806;4;7/10/2019;206488.00;93.14;19:00
89814;4;7/10/2019;206492.00;89.60;19:15
89823;4;7/10/2019;206497.00;89.56;19:30
89832;4;7/10/2019;206501.00;62.08;19:45
89849;4;7/10/2019;206504.00;60.38;20:00
89858;4;7/10/2019;206507.00;46.58;20:15
89866;4;7/10/2019;206509.00;47.08;20:30
89874;4;7/10/2019;206512.00;44.84;20:45
89882;4;7/10/2019;206514.00;43.38;21:00
89890;4;7/10/2019;206516.00;43.92;21:15
89899;4;7/10/2019;206518.00;43.04;21:30
89906;4;7/10/2019;206520.00;45.12;21:45
89914;4;7/10/2019;206523.00;43.24;22:00
89922;4;7/10/2019;206525.00;44.02;22:15
89930;4;7/10/2019;206527.00;46.00;22:30
89938;4;7/10/2019;206529.00;43.00;22:45
89947;4;7/10/2019;206531.00;45.12;23:00
89956;4;7/10/2019;206534.00;43.74;23:15
89973;4;7/10/2019;206536.00;43.14;23:30
89982;4;7/10/2019;206538.00;44.58;23:45
89990;4;8/10/2019;206540.00;43.70;0:00
89998;4;8/10/2019;206542.00;45.62;0:15
90006;4;8/10/2019;206545.00;43.46;0:30
90014;4;8/10/2019;206547.00;43.60;0:45
90023;4;8/10/2019;206549.00;45.12;1:00
90031;4;8/10/2019;206551.00;43.58;1:15
90039;4;8/10/2019;206553.00;45.32;1:30
90048;4;8/10/2019;206556.00;43.30;1:45
90056;4;8/10/2019;206558.00;43.62;2:00
90064;4;8/10/2019;206560.00;43.88;2:15
90073;4;8/10/2019;206562.00;44.06;2:30
90082;4;8/10/2019;206564.00;45.98;2:45
90099;4;8/10/2019;206567.00;43.58;3:00
90108;4;8/10/2019;206569.00;43.80;3:15
90116;4;8/10/2019;206571.00;43.60;3:30
90124;4;8/10/2019;206573.00;44.18;3:45
90132;4;8/10/2019;206575.00;44.36;4:00
90140;4;8/10/2019;206578.00;44.08;4:15
90149;4;8/10/2019;206580.00;45.86;4:30
90157;4;8/10/2019;206582.00;44.32;4:45
90165;4;8/10/2019;206584.00;45.84;5:00
90172;4;8/10/2019;206587.00;43.46;5:15
90179;4;8/10/2019;206589.00;43.88;5:30
90187;4;8/10/2019;206591.00;64.02;5:45
90196;4;8/10/2019;206594.00;63.04;6:00
90205;4;8/10/2019;206597.00;61.28;6:15
90222;4;8/10/2019;206601.00;61.04;6:30
90231;4;8/10/2019;206604.00;86.22;6:45
90239;4;8/10/2019;206607.00;65.60;7:00
90247;4;8/10/2019;206611.00;75.46;7:15
90255;4;8/10/2019;206615.00;75.20;7:30
90262;4;8/10/2019;206619.00;83.22;7:45
90271;4;8/10/2019;206624.00;88.40;8:00
90279;4;8/10/2019;206628.00;77.62;8:15
90287;4;8/10/2019;206632.00;88.98;8:30
90296;4;8/10/2019;206636.00;96.06;8:45
90304;4;8/10/2019;206641.00;94.84;9:00
90312;4;8/10/2019;206646.00;95.72;9:15
90321;4;8/10/2019;206651.00;97.92;9:30
90330;4;8/10/2019;206655.00;92.82;9:45
90347;4;8/10/2019;206660.00;91.86;10:00
90356;4;8/10/2019;206665.00;90.88;10:15
90364;4;8/10/2019;206669.00;94.56;10:30
90372;4;8/10/2019;206674.00;97.10;10:45
90380;4;8/10/2019;206679.00;92.54;11:00
90388;4;8/10/2019;206684.00;104.22;11:15
90397;4;8/10/2019;206690.00;117.32;11:30
90405;4;8/10/2019;206696.00;119.26;11:45
90413;4;8/10/2019;206702.00;121.58;12:00
90422;4;8/10/2019;206708.00;115.32;12:15
90430;4;8/10/2019;206713.00;108.96;12:30
90438;4;8/10/2019;206719.00;111.98;12:45
90447;4;8/10/2019;206725.00;120.28;13:00
90456;4;8/10/2019;206731.00;119.42;13:15
90473;4;8/10/2019;206737.00;113.46;13:30
90482;4;8/10/2019;206743.00;123.16;13:45
90490;4;8/10/2019;206749.00;107.00;14:00
90498;4;8/10/2019;206755.00;111.02;14:15
90505;4;8/10/2019;206760.00;112.88;14:30
90513;4;8/10/2019;206766.00;128.88;14:45
90522;4;8/10/2019;206771.00;107.70;15:00
90530;4;8/10/2019;206777.00;127.52;15:15
90538;4;8/10/2019;206784.00;137.68;15:30
90547;4;8/10/2019;206790.00;124.92;15:45
90555;4;8/10/2019;206797.00;130.94;16:00
90563;4;8/10/2019;206803.00;130.46;16:15
90572;4;8/10/2019;206810.00;123.82;16:30
90581;4;8/10/2019;206816.00;123.98;16:45
90598;4;8/10/2019;206822.00;113.22;17:00
90607;4;8/10/2019;206828.00;106.78;17:15
90615;4;8/10/2019;206833.00;104.18;17:30
90623;4;8/10/2019;206839.00;105.18;17:45
90631;4;8/10/2019;206844.00;106.38;18:00
90639;4;8/10/2019;206849.00;104.04;18:15
90648;4;8/10/2019;206854.00;97.56;18:30
90655;4;8/10/2019;206859.00;91.60;18:45
90663;4;8/10/2019;206863.00;79.20;19:00
90672;4;8/10/2019;206867.00;74.88;19:15
90680;4;8/10/2019;206870.00;73.88;19:30
90687;4;8/10/2019;206874.00;59.88;19:45
90696;4;8/10/2019;206877.00;57.40;20:00
90705;4;8/10/2019;206880.00;58.90;20:15
90722;4;8/10/2019;206883.00;51.56;20:30
90731;4;8/10/2019;206885.00;50.02;20:45
90739;4;8/10/2019;206888.00;49.28;21:00
90747;4;8/10/2019;206890.00;48.38;21:15
90755;4;8/10/2019;206893.00;50.38;21:30
90763;4;8/10/2019;206895.00;48.48;21:45
90772;4;8/10/2019;206898.00;50.46;22:00
90780;4;8/10/2019;206900.00;48.70;22:15
90788;4;8/10/2019;206902.00;50.10;22:30
90797;4;8/10/2019;206905.00;48.26;22:45
90805;4;8/10/2019;206907.00;50.44;23:00
90813;4;8/10/2019;206910.00;49.12;23:15
90822;4;8/10/2019;206912.00;50.66;23:30
90831;4;8/10/2019;206915.00;49.74;23:45
90848;4;9/10/2019;206917.00;48.86;0:00
90857;4;9/10/2019;206920.00;49.08;0:15
90865;4;9/10/2019;206922.00;50.30;0:30
90873;4;9/10/2019;206925.00;48.92;0:45
90881;4;9/10/2019;206927.00;50.62;1:00
90889;4;9/10/2019;206930.00;49.06;1:15
90898;4;9/10/2019;206932.00;50.94;1:30
90906;4;9/10/2019;206934.00;48.94;1:45
90914;4;9/10/2019;206937.00;50.84;2:00
90923;4;9/10/2019;206939.00;49.02;2:15
90931;4;9/10/2019;206942.00;51.02;2:30
90939;4;9/10/2019;206944.00;49.30;2:45
90948;4;9/10/2019;206947.00;48.72;3:00
90957;4;9/10/2019;206949.00;49.24;3:15
90974;4;9/10/2019;206952.00;48.46;3:30
90983;4;9/10/2019;206954.00;48.28;3:45
90991;4;9/10/2019;206957.00;48.46;4:00
90999;4;9/10/2019;206959.00;48.76;4:15
91007;4;9/10/2019;206962.00;48.12;4:30
91015;4;9/10/2019;206964.00;48.66;4:45
91024;4;9/10/2019;206966.00;48.70;5:00
91032;4;9/10/2019;206969.00;48.22;5:15
91040;4;9/10/2019;206971.00;48.54;5:30
91049;4;9/10/2019;206974.00;56.86;5:45
91057;4;9/10/2019;206978.00;78.58;6:00
91065;4;9/10/2019;206981.00;63.50;6:15
91074;4;9/10/2019;206984.00;110.56;6:30
91083;4;9/10/2019;206987.00;71.64;6:45
91100;4;9/10/2019;206991.00;55.40;7:00
91109;4;9/10/2019;206994.00;69.72;7:15
91117;4;9/10/2019;206999.00;90.72;7:30
91125;4;9/10/2019;207003.00;96.18;7:45
91133;4;9/10/2019;207008.00;75.74;8:00
91141;4;9/10/2019;207012.00;82.28;8:15
91150;4;9/10/2019;207016.00;89.48;8:30
91157;4;9/10/2019;207021.00;93.40;8:45
91165;4;9/10/2019;207026.00;97.74;9:00
91174;4;9/10/2019;207030.00;85.78;9:15
91182;4;9/10/2019;207035.00;92.04;9:30
91190;4;9/10/2019;207040.00;94.68;9:45
91199;4;9/10/2019;207044.00;99.28;10:00
91207;4;9/10/2019;207049.00;93.36;10:15
91224;4;9/10/2019;207054.00;90.24;10:30
91233;4;9/10/2019;207059.00;96.54;10:45
91241;4;9/10/2019;207064.00;94.08;11:00
91249;4;9/10/2019;207069.00;101.50;11:15
91257;4;9/10/2019;207074.00;103.60;11:30
91264;4;9/10/2019;207079.00;110.02;11:45
91272;4;9/10/2019;207085.00;114.02;12:00
91280;4;9/10/2019;207091.00;127.20;12:15
91288;4;9/10/2019;207096.00;130.78;12:30
91297;4;9/10/2019;207102.00;104.96;12:45
91305;4;9/10/2019;207107.00;100.52;13:00
91313;4;9/10/2019;207113.00;109.00;13:15
91322;4;9/10/2019;207118.00;111.78;13:30
91331;4;9/10/2019;207123.00;104.88;13:45
91347;4;9/10/2019;207129.00;106.36;14:00
91356;4;9/10/2019;207135.00;111.88;14:15
91364;4;9/10/2019;207140.00;97.90;14:30
91372;4;9/10/2019;207145.00;105.68;14:45
91380;4;9/10/2019;207150.00;99.76;15:00
91388;4;9/10/2019;207155.00;105.34;15:15
91397;4;9/10/2019;207160.00;89.82;15:30
91405;4;9/10/2019;207165.00;100.18;15:45
91413;4;9/10/2019;207170.00;117.54;16:00
91422;4;9/10/2019;207175.00;94.78;16:15
91430;4;9/10/2019;207180.00;92.08;16:30
91437;4;9/10/2019;207185.00;108.00;16:45
91446;4;9/10/2019;207190.00;100.46;17:00
91454;4;9/10/2019;207195.00;101.46;17:15
91471;4;9/10/2019;207200.00;116.34;17:30
91480;4;9/10/2019;207206.00;115.58;17:45
91488;4;9/10/2019;207212.00;115.44;18:00
91496;4;9/10/2019;207218.00;111.44;18:15
91504;4;9/10/2019;207224.00;112.30;18:30
91512;4;9/10/2019;207229.00;110.52;18:45
91521;4;9/10/2019;207235.00;107.06;19:00
91529;4;9/10/2019;207240.00;106.88;19:15
91537;4;9/10/2019;207245.00;62.80;19:30
91546;4;9/10/2019;207248.00;62.24;19:45
91554;4;9/10/2019;207251.00;61.12;20:00
91562;4;9/10/2019;207254.00;58.60;20:15
91571;4;9/10/2019;207257.00;58.02;20:30
91580;4;9/10/2019;207260.00;59.58;20:45
91597;4;9/10/2019;207263.00;57.24;21:00
91606;4;9/10/2019;207266.00;55.20;21:15
91614;4;9/10/2019;207269.00;53.34;21:30
91622;4;9/10/2019;207271.00;50.48;21:45
91630;4;9/10/2019;207274.00;53.10;22:00
91638;4;9/10/2019;207277.00;50.56;22:15
91647;4;9/10/2019;207279.00;50.66;22:30
91655;4;9/10/2019;207282.00;52.92;22:45
91663;4;9/10/2019;207284.00;50.96;23:00
91672;4;9/10/2019;207287.00;52.70;23:15
91680;4;9/10/2019;207289.00;50.52;23:30
91688;4;9/10/2019;207292.00;50.08;23:45
91697;4;10/10/2019;207294.00;49.94;0:00
91706;4;10/10/2019;207297.00;50.72;0:15
91723;4;10/10/2019;207299.00;52.12;0:30
91732;4;10/10/2019;207302.00;50.50;0:45
91740;4;10/10/2019;207304.00;50.06;1:00
91748;4;10/10/2019;207307.00;50.14;1:15
91756;4;10/10/2019;207310.00;49.78;1:30
91764;4;10/10/2019;207312.00;51.92;1:45
91773;4;10/10/2019;207315.00;50.02;2:00
91781;4;10/10/2019;207317.00;52.50;2:15
91788;4;10/10/2019;207320.00;50.34;2:30
91797;4;10/10/2019;207322.00;50.40;2:45
91805;4;10/10/2019;207325.00;50.16;3:00
91813;4;10/10/2019;207327.00;50.22;3:15
91822;4;10/10/2019;207330.00;49.96;3:30
91831;4;10/10/2019;207332.00;50.04;3:45
91848;4;10/10/2019;207335.00;52.34;4:00
91857;4;10/10/2019;207337.00;50.58;4:15
91865;4;10/10/2019;207340.00;51.92;4:30
91873;4;10/10/2019;207342.00;50.58;4:45
91881;4;10/10/2019;207345.00;51.72;5:00
91889;4;10/10/2019;207347.00;50.00;5:15
91898;4;10/10/2019;207350.00;49.44;5:30
91906;4;10/10/2019;207352.00;45.94;5:45
91914;4;10/10/2019;207355.00;61.88;6:00
91923;4;10/10/2019;207358.00;61.04;6:15
91931;4;10/10/2019;207362.00;62.54;6:30
91939;4;10/10/2019;207365.00;87.86;6:45
91948;4;10/10/2019;207368.00;78.12;7:00
91957;4;10/10/2019;207372.00;77.64;7:15
91974;4;10/10/2019;207376.00;86.18;7:30
91983;4;10/10/2019;207382.00;84.38;7:45
91990;4;10/10/2019;207386.00;92.80;8:00
91998;4;10/10/2019;207391.00;95.38;8:15
92006;4;10/10/2019;207396.00;92.30;8:30
92014;4;10/10/2019;207400.00;91.08;8:45
92023;4;10/10/2019;207404.00;96.50;9:00
92031;4;10/10/2019;207409.00;91.40;9:15
92039;4;10/10/2019;207413.00;85.24;9:30
92048;4;10/10/2019;207418.00;87.72;9:45
92056;4;10/10/2019;207423.00;99.90;10:00
92064;4;10/10/2019;207427.00;97.54;10:15
92073;4;10/10/2019;207432.00;97.66;10:30
92082;4;10/10/2019;207438.00;94.34;10:45
92099;4;10/10/2019;207442.00;106.86;11:00
92108;4;10/10/2019;207447.00;108.70;11:15
92115;4;10/10/2019;207453.00;103.64;11:30
92123;4;10/10/2019;207458.00;102.60;11:45
92131;4;10/10/2019;207464.00;144.26;12:00
92139;4;10/10/2019;207470.00;117.22;12:15
92148;4;10/10/2019;207476.00;106.22;12:30
92156;4;10/10/2019;207482.00;115.32;12:45
92164;4;10/10/2019;207487.00;104.94;13:00
92173;4;10/10/2019;207493.00;101.60;13:15
92181;4;10/10/2019;207498.00;109.80;13:30
92189;4;10/10/2019;207504.00;106.04;13:45
92198;4;10/10/2019;207509.00;96.24;14:00
92207;4;10/10/2019;207514.00;120.52;14:15
92224;4;10/10/2019;207519.00;94.28;14:30
92233;4;10/10/2019;207524.00;100.12;14:45
92241;4;10/10/2019;207529.00;100.76;15:00
92247;4;10/10/2019;207534.00;111.80;15:15
92253;4;10/10/2019;207538.00;88.58;15:30
92260;4;10/10/2019;207543.00;94.26;15:45
92267;4;10/10/2019;207548.00;89.54;16:00
92272;4;10/10/2019;207552.00;91.52;16:15
92278;4;10/10/2019;207557.00;95.76;16:30
92284;4;10/10/2019;207562.00;87.44;16:45
92290;4;10/10/2019;207566.00;106.44;17:00
92296;4;10/10/2019;207572.00;105.42;17:15
92303;4;10/10/2019;207577.00;98.34;17:30
92310;4;10/10/2019;207582.00;107.08;17:45
92323;4;10/10/2019;207587.00;106.02;18:00
92330;4;10/10/2019;207592.00;100.42;18:15
92336;4;10/10/2019;207598.00;101.22;18:30
92343;4;10/10/2019;207602.00;97.36;18:45
92349;4;10/10/2019;207607.00;96.68;19:00
92356;4;10/10/2019;207612.00;106.26;19:15
92363;4;10/10/2019;207617.00;95.44;19:30
92369;4;10/10/2019;207622.00;95.42;19:45
92375;4;10/10/2019;207625.00;62.26;20:00
92382;4;10/10/2019;207629.00;61.64;20:15
92388;4;10/10/2019;207632.00;63.16;20:30
92394;4;10/10/2019;207635.00;61.14;20:45
92401;4;10/10/2019;207638.00;56.44;21:00
92408;4;10/10/2019;207640.00;49.62;21:15
92420;4;10/10/2019;207643.00;50.02;21:30
92427;4;10/10/2019;207646.00;49.04;21:45
92433;4;10/10/2019;207648.00;49.20;22:00
92440;4;10/10/2019;207651.00;52.18;22:15
92446;4;10/10/2019;207653.00;50.18;22:30
92453;4;10/10/2019;207656.00;51.84;22:45
92460;4;10/10/2019;207658.00;49.34;23:00
92466;4;10/10/2019;207661.00;49.62;23:15
92472;4;10/10/2019;207663.00;49.60;23:30
92479;4;10/10/2019;207666.00;50.36;23:45
