objectid;id_medidor;fecha;energia_kw;potencia_k
1198319;5;21/06/2022;48696.70;62.31000000
1195120;5;21/06/2022;48696.99;51.78000000
1195930;5;21/06/2022;48697.26;57.72000000
1199129;5;21/06/2022;48697.51;60.60000000
1196330;5;21/06/2022;48697.77;56.82000000
1193931;5;21/06/2022;48698.05;49.77000000
1194730;5;21/06/2022;48698.30;48.24000000
1199530;5;21/06/2022;48698.55;53.25000000
1199931;5;21/06/2022;48698.86;65.31000000
1196732;5;21/06/2022;48699.17;63.24000000
1197133;5;21/06/2022;48699.49;60.66000000
1195533;5;21/06/2022;48699.81;62.58000000
1198733;5;21/06/2022;48700.13;64.89000000
1197534;5;21/06/2022;48700.46;66.33000000
1198335;5;21/06/2022;48700.88;95.76000000
1194335;5;21/06/2022;48701.37;113.46000000
1197936;5;21/06/2022;48701.88;114.78000000
1195137;5;21/06/2022;48702.46;113.64000000
1199145;5;21/06/2022;48703.07;130.83000000
1193947;5;21/06/2022;48703.71;121.23000000
1195947;5;21/06/2022;48704.31;114.93000000
1196346;5;21/06/2022;48704.89;113.25000000
1194747;5;21/06/2022;48705.53;118.20000000
1199547;5;21/06/2022;48706.14;109.23000000
1199947;5;21/06/2022;48706.73;139.11000000
1198750;5;21/06/2022;48707.44;131.34000000
1196749;5;21/06/2022;48708.14;146.07000000
1197150;5;21/06/2022;48708.79;115.80000000
1197550;5;21/06/2022;48710.08;139.38000000
1195551;5;21/06/2022;48710.10;135.63000000
1198351;5;21/06/2022;48710.56;130.62000000
1194353;5;21/06/2022;48711.20;116.85000000
1197953;5;21/06/2022;48711.81;139.77000000
1195154;5;21/06/2022;48712.43;109.50000000
1199161;5;21/06/2022;48712.97;94.20000000
1196363;5;21/06/2022;48713.49;112.17000000
1199563;5;21/06/2022;48714.02;98.73000000
1193963;5;21/06/2022;48714.59;115.74000000
1194764;5;21/06/2022;48715.18;110.85000000
1195964;5;21/06/2022;48715.74;105.60000000
1199966;5;21/06/2022;48716.29;110.22000000
1197165;5;21/06/2022;48716.84;105.93000000
1196765;5;21/06/2022;48717.39;109.41000000
1197566;5;21/06/2022;48717.98;112.11000000
1198766;5;21/06/2022;48718.47;74.49000000
1195567;5;21/06/2022;48718.88;66.30000000
1198369;5;21/06/2022;48719.25;75.03000000
1197968;5;21/06/2022;48719.64;72.75000000
1194367;5;21/06/2022;48719.99;72.78000000
1195171;5;21/06/2022;48720.36;68.01000000
1199179;5;21/06/2022;48720.70;67.35000000
1194779;5;21/06/2022;48721.02;63.66000000
1195980;5;21/06/2022;48721.34;62.79000000
1196380;5;21/06/2022;48721.65;53.01000000
1199580;5;21/06/2022;48721.94;60.54000000
1197182;5;21/06/2022;48722.26;65.61000000
1196781;5;21/06/2022;48722.56;59.70000000
1193982;5;21/06/2022;48722.85;54.51000000
1199983;5;21/06/2022;48723.12;51.48000000
1198782;5;21/06/2022;48723.41;60.96000000
1197583;5;21/06/2022;48723.69;62.19000000
1195584;5;21/06/2022;48723.96;55.14000000
1197984;5;21/06/2022;48724.22;49.50000000
1194384;5;21/06/2022;48724.48;48.06000000
1198385;5;21/06/2022;48724.73;44.70000000
1195186;5;21/06/2022;48724.95;42.90000000
1199194;5;21/06/2022;48725.16;49.47000000
1195996;5;21/06/2022;48725.38;44.10000000
1194796;5;21/06/2022;48725.58;40.83000000
1193996;5;21/06/2022;48725.78;48.30000000
1196797;5;21/06/2022;48725.98;38.28000000
1196397;5;21/06/2022;48726.20;39.75000000
1199598;5;21/06/2022;48726.40;40.92000000
1197198;5;21/06/2022;48726.60;37.20000000
1197598;5;21/06/2022;48726.80;38.04000000
1200000;5;22/06/2022;48727.00;34.95000000
1198799;5;22/06/2022;48727.21;40.59000000
1195600;5;22/06/2022;48735.28;55.26000000
1194401;5;22/06/2022;48735.30;58.80000000
1198001;5;22/06/2022;48735.33;63.45000000
1198402;5;22/06/2022;48735.36;62.88000000
1199612;5;22/06/2022;48735.37;70.11000000
1196012;5;22/06/2022;48735.39;98.19000000
1194013;5;22/06/2022;48735.42;74.46000000
1195204;5;22/06/2022;48735.46;74.79000000
1199211;5;22/06/2022;48735.47;70.17000000
1196413;5;22/06/2022;48735.49;66.03000000
1196814;5;22/06/2022;48735.53;72.60000000
1194814;5;22/06/2022;48735.55;89.34000000
1195616;5;22/06/2022;48735.54;70.05000000
1195222;5;22/06/2022;48735.57;70.89000000
1199230;5;22/06/2022;48735.61;86.55000000
1200135;5;22/06/2022;48735.64;112.29000000
1200937;5;22/06/2022;48735.69;86.22000000
1196029;5;22/06/2022;48735.72;86.82000000
1202537;5;22/06/2022;48735.76;84.90000000
1199629;5;22/06/2022;48735.78;87.36000000
1201337;5;22/06/2022;48735.81;84.63000000
1200152;5;22/06/2022;48735.82;85.11000000
1201353;5;22/06/2022;48735.84;78.66000000
1202137;5;22/06/2022;48735.86;94.56000000
1200168;5;22/06/2022;48735.86;78.96000000
1201369;5;22/06/2022;48735.89;84.21000000
1201737;5;22/06/2022;48735.90;82.35000000
1194419;5;22/06/2022;48735.91;86.16000000
1200535;5;22/06/2022;48735.89;79.80000000
1197216;5;22/06/2022;48735.92;85.83000000
1197615;5;22/06/2022;48736.00;84.81000000
1198817;5;22/06/2022;48736.03;86.49000000
1201761;5;22/06/2022;48736.04;86.43000000
1198419;5;22/06/2022;48736.04;80.97000000
1200551;5;22/06/2022;48736.28;80.58000000
1202151;5;22/06/2022;48736.71;86.52000000
1202167;5;22/06/2022;48737.20;98.76000000
1200567;5;22/06/2022;48737.65;92.22000000
1201767;5;22/06/2022;48738.13;90.03000000
1200968;5;22/06/2022;48738.64;118.35000000
1201382;5;22/06/2022;48739.25;112.62000000
1200182;5;22/06/2022;48739.87;139.08000000
1200583;5;22/06/2022;48740.48;127.68000000
1202183;5;22/06/2022;48741.24;121.59000000
1201783;5;22/06/2022;48745.78;144.87000000
1200198;5;22/06/2022;48745.80;132.09000000
1202198;5;22/06/2022;48745.83;125.73000000
1201798;5;22/06/2022;48745.84;132.06000000
1201398;5;22/06/2022;48745.86;124.50000000
1200985;5;22/06/2022;48745.88;129.06000000
1200597;5;22/06/2022;48745.99;153.90000000
1200998;5;22/06/2022;48746.79;129.06000000
1201411;5;22/06/2022;48747.26;115.29000000
1200211;5;22/06/2022;48747.84;123.60000000
1202212;5;22/06/2022;48748.48;132.30000000
1201812;5;22/06/2022;48749.12;125.49000000
1200614;5;22/06/2022;48749.72;113.52000000
1201015;5;22/06/2022;48750.32;125.19000000
1201427;5;22/06/2022;48750.91;119.91000000
1200228;5;22/06/2022;48751.51;122.43000000
1201828;5;22/06/2022;48752.12;116.13000000
1202229;5;22/06/2022;48752.62;75.87000000
1200631;5;22/06/2022;48752.99;61.50000000
1201031;5;22/06/2022;48753.32;56.01000000
1201443;5;22/06/2022;48753.62;70.56000000
1200245;5;22/06/2022;48753.97;71.58000000
1201845;5;22/06/2022;48754.28;62.19000000
1202246;5;22/06/2022;48754.59;68.61000000
1200648;5;22/06/2022;48754.90;66.27000000
1201048;5;22/06/2022;48755.27;63.03000000
1201459;5;22/06/2022;48755.59;67.53000000
1200261;5;22/06/2022;48755.96;69.45000000
1201861;5;22/06/2022;48756.34;65.31000000
1202262;5;22/06/2022;48756.61;68.13000000
1201064;5;22/06/2022;48756.94;66.51000000
1200665;5;22/06/2022;48757.26;68.31000000
1201475;5;22/06/2022;48757.56;54.54000000
1200277;5;22/06/2022;48757.83;43.20000000
1201877;5;22/06/2022;48758.09;48.60000000
1202279;5;22/06/2022;48758.32;42.42000000
1200681;5;22/06/2022;48758.54;43.47000000
1201081;5;22/06/2022;48758.77;41.22000000
1201491;5;22/06/2022;48758.98;39.60000000
1200293;5;22/06/2022;48759.19;41.97000000
1201893;5;22/06/2022;48759.41;40.38000000
1202295;5;22/06/2022;48759.61;46.05000000
1201098;5;22/06/2022;48759.81;36.18000000
1200698;5;22/06/2022;48760.03;37.20000000
1201508;5;22/06/2022;48760.24;44.46000000
1201909;5;22/06/2022;48760.45;43.59000000
1200309;5;22/06/2022;48760.66;36.60000000
1202312;5;22/06/2022;48760.86;42.75000000
1201115;5;23/06/2022;48761.06;42.72000000
1200715;5;23/06/2022;48761.27;33.78000000
1201525;5;23/06/2022;48761.46;43.32000000
1200325;5;23/06/2022;48761.65;34.02000000
1201925;5;23/06/2022;48761.85;42.42000000
1202329;5;23/06/2022;48762.05;37.32000000
1201131;5;23/06/2022;48762.24;40.83000000
1200732;5;23/06/2022;48762.45;42.21000000
1201941;5;23/06/2022;48762.63;44.25000000
1201541;5;23/06/2022;48762.83;43.14000000
1200342;5;23/06/2022;48763.02;41.70000000
1202345;5;23/06/2022;48763.22;35.94000000
1201148;5;23/06/2022;48763.41;37.38000000
1200749;5;23/06/2022;48763.61;40.95000000
1201958;5;23/06/2022;48763.82;33.81000000
1201558;5;23/06/2022;48764.00;40.92000000
1200359;5;23/06/2022;48764.20;34.59000000
1202361;5;23/06/2022;48764.40;33.60000000
1201165;5;23/06/2022;48764.60;41.49000000
1200765;5;23/06/2022;48764.79;39.60000000
1201574;5;23/06/2022;48765.04;50.55000000
1201975;5;23/06/2022;48765.31;60.87000000
1200376;5;23/06/2022;48765.57;56.13000000
1202377;5;23/06/2022;48765.79;43.77000000
1200781;5;23/06/2022;48766.01;38.85000000
1201182;5;23/06/2022;48766.22;39.48000000
1201590;5;23/06/2022;48766.49;58.44000000
1201991;5;23/06/2022;48766.77;55.50000000
1200392;5;23/06/2022;48767.02;56.07000000
1202393;5;23/06/2022;48767.30;62.46000000
1200797;5;23/06/2022;48767.62;65.40000000
1201198;5;23/06/2022;48767.97;60.15000000
1201607;5;23/06/2022;48768.32;90.96000000
1202008;5;23/06/2022;48768.82;101.85000000
1200409;5;23/06/2022;48769.34;109.11000000
1202409;5;23/06/2022;48769.91;138.90000000
1200813;5;23/06/2022;48770.49;119.76000000
1201215;5;23/06/2022;48771.09;130.38000000
1201624;5;23/06/2022;48771.68;112.68000000
1202425;5;23/06/2022;48772.31;121.35000000
1202025;5;23/06/2022;48772.96;137.16000000
1200426;5;23/06/2022;48773.64;128.31000000
1200829;5;23/06/2022;48774.31;123.00000000
1198015;5;23/06/2022;48774.91;118.05000000
1201231;5;23/06/2022;48775.58;134.10000000
1201640;5;23/06/2022;48776.30;138.27000000
1194826;5;23/06/2022;48777.08;158.40000000
1202041;5;23/06/2022;48777.95;173.01000000
1196827;5;23/06/2022;48778.76;156.24000000
1194027;5;23/06/2022;48779.58;157.20000000
1196427;5;23/06/2022;48780.39;178.86000000
1202442;5;23/06/2022;48781.16;140.19000000
1197628;5;23/06/2022;48781.80;159.54000000
1200443;5;23/06/2022;48782.53;134.07000000
1197229;5;23/06/2022;48783.19;120.54000000
1200029;5;23/06/2022;48783.85;130.47000000
1195629;5;23/06/2022;48784.42;111.60000000
1194430;5;23/06/2022;48785.01;119.25000000
1198830;5;23/06/2022;48785.61;122.16000000
1200845;5;23/06/2022;48786.27;135.18000000
1198431;5;23/06/2022;48786.94;121.44000000
1198031;5;23/06/2022;48787.58;117.09000000
1195233;5;23/06/2022;48788.23;126.27000000
1201248;5;23/06/2022;48788.89;136.65000000
1199241;5;23/06/2022;48789.38;77.28000000
1196041;5;23/06/2022;48789.76;76.38000000
1201656;5;23/06/2022;48790.14;91.23000000
1199642;5;23/06/2022;48790.53;76.77000000
1202058;5;23/06/2022;48790.92;80.07000000
1196443;5;23/06/2022;48791.30;80.31000000
1194843;5;23/06/2022;48791.67;71.55000000
1194044;5;23/06/2022;48792.05;73.20000000
1202459;5;23/06/2022;48792.44;67.38000000
1200459;5;23/06/2022;48792.78;68.64000000
1196844;5;23/06/2022;48793.10;57.75000000
1197644;5;23/06/2022;48793.40;59.55000000
1200045;5;23/06/2022;48793.70;59.52000000
1197246;5;23/06/2022;48793.99;52.38000000
1195646;5;23/06/2022;48794.28;55.26000000
1198447;5;23/06/2022;48794.57;62.91000000
1198847;5;23/06/2022;48794.86;55.02000000
1194447;5;23/06/2022;48795.12;53.34000000
1200862;5;23/06/2022;48795.37;51.63000000
1198048;5;23/06/2022;48795.62;50.10000000
1195250;5;23/06/2022;48795.86;54.27000000
1201265;5;23/06/2022;48796.11;52.98000000
1199257;5;23/06/2022;48796.35;50.16000000
1196057;5;23/06/2022;48796.59;45.57000000
1199658;5;23/06/2022;48796.83;47.28000000
1201673;5;23/06/2022;48797.05;43.89000000
1196460;5;23/06/2022;48797.28;46.47000000
1200475;5;23/06/2022;48797.51;47.46000000
1202075;5;23/06/2022;48797.74;43.38000000
1194860;5;23/06/2022;48797.97;49.65000000
1197661;5;23/06/2022;48798.20;42.66000000
1194061;5;23/06/2022;48798.41;47.34000000
1202476;5;24/06/2022;48798.65;43.32000000
1196861;5;24/06/2022;48798.88;46.68000000
1200062;5;24/06/2022;48799.11;44.73000000
1197263;5;24/06/2022;48799.34;42.63000000
1195663;5;24/06/2022;48799.57;39.60000000
1200878;5;24/06/2022;48799.80;43.80000000
1194463;5;24/06/2022;48800.02;48.54000000
1198464;5;24/06/2022;48800.26;48.81000000
1198864;5;24/06/2022;48800.48;49.53000000
1198065;5;24/06/2022;48800.71;48.96000000
1201281;5;24/06/2022;48800.94;44.64000000
1195267;5;24/06/2022;48801.16;46.86000000
1196074;5;24/06/2022;48801.40;51.39000000
1199274;5;24/06/2022;48801.62;46.56000000
1199674;5;24/06/2022;48801.84;50.04000000
1201690;5;24/06/2022;48802.07;47.07000000
1202091;5;24/06/2022;48802.29;46.17000000
1194876;5;24/06/2022;48802.52;47.04000000
1200492;5;24/06/2022;48802.74;42.03000000
1196477;5;24/06/2022;48802.99;47.34000000
1194078;5;24/06/2022;48803.25;54.36000000
1196878;5;24/06/2022;48803.55;66.81000000
1197678;5;24/06/2022;48803.86;50.97000000
1202493;5;24/06/2022;48804.13;62.28000000
1200078;5;24/06/2022;48804.40;47.94000000
1197279;5;24/06/2022;48804.67;58.23000000
1200895;5;24/06/2022;48804.95;52.89000000
1194480;5;24/06/2022;48805.19;40.86000000
1195680;5;24/06/2022;48805.43;57.00000000
1198481;5;24/06/2022;48805.71;54.39000000
1198081;5;24/06/2022;48806.00;60.51000000
1198881;5;24/06/2022;48806.28;57.66000000
1201298;5;24/06/2022;48806.56;63.45000000
1195284;5;24/06/2022;48806.90;64.65000000
1196090;5;24/06/2022;48807.22;62.88000000
1199291;5;24/06/2022;48807.57;67.20000000
1199691;5;24/06/2022;48807.94;86.01000000
1201706;5;24/06/2022;48808.32;68.52000000
1196493;5;24/06/2022;48808.67;70.44000000
1202108;5;24/06/2022;48809.07;81.24000000
1194893;5;24/06/2022;48809.53;107.01000000
1194094;5;24/06/2022;48810.05;116.13000000
1200509;5;24/06/2022;48810.46;85.80000000
1202509;5;24/06/2022;48810.85;74.01000000
1197695;5;24/06/2022;48811.24;79.17000000
1197295;5;24/06/2022;48811.63;72.00000000
1196895;5;24/06/2022;48812.05;82.77000000
1200095;5;24/06/2022;48812.43;80.82000000
1195696;5;24/06/2022;48812.89;82.02000000
1194496;5;24/06/2022;48813.27;79.65000000
1198097;5;24/06/2022;48813.71;74.28000000
1200912;5;24/06/2022;48814.12;74.04000000
1198498;5;24/06/2022;48814.52;77.91000000
1198898;5;24/06/2022;48814.94;84.60000000
1201314;5;24/06/2022;48815.33;76.59000000
1195300;5;24/06/2022;48815.71;76.47000000
1199707;5;24/06/2022;48816.10;75.51000000
1199307;5;24/06/2022;48816.44;73.41000000
1194909;5;24/06/2022;48816.82;83.40000000
1202125;5;24/06/2022;48817.21;74.01000000
1200526;5;24/06/2022;48817.59;76.71000000
1195713;5;24/06/2022;48817.94;70.98000000
1198515;5;24/06/2022;48818.30;87.03000000
1202561;5;24/06/2022;48818.69;77.97000000
1202577;5;24/06/2022;48819.06;79.41000000
1202593;5;24/06/2022;48819.42;69.69000000
1202610;5;24/06/2022;48819.76;68.43000000
1202627;5;24/06/2022;48820.10;71.55000000
1202643;5;24/06/2022;48820.45;112.62000000
1202659;5;24/06/2022;48820.81;93.87000000
1202676;5;24/06/2022;48821.18;72.27000000
1202692;5;24/06/2022;48821.53;68.49000000
1202709;5;24/06/2022;48821.87;63.33000000
1202725;5;24/06/2022;48822.20;66.60000000
1202741;5;24/06/2022;48822.53;59.58000000
1202758;5;24/06/2022;48822.82;55.35000000
1202774;5;24/06/2022;48823.10;56.25000000
1202791;5;24/06/2022;48823.37;55.95000000
1202807;5;24/06/2022;48823.61;44.22000000
1202824;5;24/06/2022;48823.84;45.33000000
1202840;5;24/06/2022;48824.07;40.29000000
1202856;5;24/06/2022;48824.29;45.66000000
1202873;5;24/06/2022;48824.51;52.02000000
1202890;5;24/06/2022;48824.74;44.97000000
1202906;5;24/06/2022;48824.95;48.57000000
1202923;5;24/06/2022;48825.15;37.98000000
1202940;5;24/06/2022;48825.36;38.22000000
1202956;5;24/06/2022;48825.56;40.20000000
1202972;5;24/06/2022;48825.76;39.66000000
1202989;5;24/06/2022;48825.95;32.79000000
1203006;5;24/06/2022;48826.14;40.23000000
1203022;5;24/06/2022;48826.33;36.48000000
1203039;5;24/06/2022;48826.52;35.43000000
1203056;5;24/06/2022;48826.71;36.09000000
1203072;5;24/06/2022;48826.89;38.16000000
1203088;5;24/06/2022;48827.09;40.35000000
1203105;5;25/06/2022;48827.27;37.11000000
1203122;5;25/06/2022;48827.47;38.88000000
1203138;5;25/06/2022;48827.71;34.23000000
1203155;5;25/06/2022;48827.86;37.71000000
1203172;5;25/06/2022;48828.05;43.11000000
1203188;5;25/06/2022;48828.23;35.97000000
1203205;5;25/06/2022;48828.43;45.51000000
1203221;5;25/06/2022;48828.61;35.28000000
1203237;5;25/06/2022;48828.80;35.40000000
1203254;5;25/06/2022;48828.99;33.87000000
1203271;5;25/06/2022;48829.17;37.38000000
1203288;5;25/06/2022;48829.37;39.30000000
1203304;5;25/06/2022;48829.56;39.27000000
1203320;5;25/06/2022;48829.75;39.39000000
1203337;5;25/06/2022;48829.94;33.15000000
1203353;5;25/06/2022;48830.15;39.12000000
1203369;5;25/06/2022;48830.34;46.86000000
1203386;5;25/06/2022;48830.54;38.13000000
1203402;5;25/06/2022;48830.75;43.95000000
1203419;5;25/06/2022;48830.94;35.28000000
1203436;5;25/06/2022;48831.15;42.03000000
1203453;5;25/06/2022;48831.34;37.17000000
1203470;5;25/06/2022;48831.54;41.49000000
1203486;5;25/06/2022;48831.74;32.82000000
1203502;5;25/06/2022;48831.93;39.60000000
1203518;5;25/06/2022;48832.16;56.85000000
1203534;5;25/06/2022;48832.42;53.46000000
1203551;5;25/06/2022;48832.63;49.35000000
1203568;5;25/06/2022;48832.82;31.26000000
1203584;5;25/06/2022;48833.02;35.49000000
1203601;5;25/06/2022;48833.19;33.03000000
1203617;5;25/06/2022;48833.37;35.58000000
1203634;5;25/06/2022;48833.57;42.06000000
1203650;5;25/06/2022;48833.79;46.59000000
1203666;5;25/06/2022;48834.00;35.34000000
1203683;5;25/06/2022;48834.22;41.49000000
1203700;5;25/06/2022;48834.45;42.75000000
1203717;5;25/06/2022;48834.67;43.26000000
1203734;5;25/06/2022;48834.92;49.98000000
1203750;5;25/06/2022;48835.16;48.69000000
1203766;5;25/06/2022;48835.39;44.58000000
1203783;5;25/06/2022;48835.62;42.36000000
1203799;5;25/06/2022;48835.84;45.21000000
1203816;5;25/06/2022;48836.07;58.50000000
1203832;5;25/06/2022;48836.31;50.73000000
1203849;5;25/06/2022;48836.56;50.04000000
1203865;5;25/06/2022;48836.82;53.52000000
1203882;5;25/06/2022;48837.07;56.19000000
1203898;5;25/06/2022;48837.33;50.70000000
1203914;5;25/06/2022;48837.60;54.60000000
1203931;5;25/06/2022;48837.85;50.10000000
1203947;5;25/06/2022;48838.10;50.04000000
1203964;5;25/06/2022;48838.35;39.90000000
1203980;5;25/06/2022;48838.58;48.42000000
1203997;5;25/06/2022;48838.82;43.35000000
1204014;5;25/06/2022;48839.04;48.84000000
1204031;5;25/06/2022;48839.27;52.95000000
1204047;5;25/06/2022;48839.50;47.34000000
1204063;5;25/06/2022;48839.74;47.94000000
1204079;5;25/06/2022;48839.97;40.50000000
1204095;5;25/06/2022;48840.20;48.15000000
1204111;5;25/06/2022;48840.43;47.61000000
1204128;5;25/06/2022;48840.66;41.40000000
1204145;5;25/06/2022;48840.88;39.15000000
1204162;5;25/06/2022;48841.09;41.55000000
1204179;5;25/06/2022;48841.31;42.51000000
1204196;5;25/06/2022;48841.52;35.70000000
1204213;5;25/06/2022;48841.73;43.38000000
1204230;5;25/06/2022;48841.94;39.48000000
1204247;5;25/06/2022;48842.15;37.47000000
1204263;5;25/06/2022;48842.36;43.11000000
1204279;5;25/06/2022;48842.57;51.27000000
1204295;5;25/06/2022;48842.79;40.59000000
1204312;5;25/06/2022;48843.02;47.25000000
1204329;5;25/06/2022;48843.24;42.90000000
1204345;5;25/06/2022;48843.46;46.86000000
1204362;5;25/06/2022;48843.68;46.53000000
1204379;5;25/06/2022;48843.89;40.95000000
1204395;5;25/06/2022;48844.12;52.20000000
1204412;5;25/06/2022;48844.33;41.70000000
1204428;5;25/06/2022;48844.55;39.57000000
1204444;5;25/06/2022;48844.77;43.62000000
1204460;5;25/06/2022;48844.97;44.40000000
1204476;5;25/06/2022;48845.17;38.91000000
1204493;5;25/06/2022;48845.37;38.73000000
1204509;5;25/06/2022;48845.58;40.38000000
1204526;5;25/06/2022;48845.77;38.40000000
1204543;5;25/06/2022;48845.98;39.66000000
1204559;5;25/06/2022;48846.18;48.03000000
1204576;5;25/06/2022;48846.37;48.30000000
1204593;5;25/06/2022;48846.57;41.55000000
1204610;5;25/06/2022;48846.76;40.95000000
1204627;5;25/06/2022;48846.95;36.87000000
1204644;5;25/06/2022;48847.14;33.63000000
1204661;5;25/06/2022;48847.32;34.77000000
1204678;5;25/06/2022;48847.51;38.28000000
1204694;5;26/06/2022;48847.69;40.71000000
1204710;5;26/06/2022;48847.91;33.51000000
1204727;5;26/06/2022;48848.09;39.03000000
1205127;5;26/06/2022;48854.73;32.19000000
1205527;5;26/06/2022;48855.14;42.42000000
1205927;5;26/06/2022;48855.15;39.96000000
1207127;5;26/06/2022;48855.25;36.84000000
1210327;5;26/06/2022;48855.42;40.38000000
1207552;5;26/06/2022;48857.50;28.80000000
